processes,num_processes,avg_burst_time,burst_time_variance,short_job_ratio,long_job_ratio,priority_variance,arrival_irregularity,burst_time_skewness,arrival_range,max_min_burst_ratio,best_algorithm
0:5:6:8|1:9:6:9|2:4:6:3|3:7:4:8|4:12:3:2|5:9:1:5|6:9:3:6|7:19:2:5,8,3.875,3.359375,0.5,0.5,5.4375,19.1875,-0.059000440530933985,15,6.0,SJF
0:15:19:4|1:19:16:3|2:9:10:3,3,15.0,14.0,0.3333333333333333,0.6666666666666666,0.22222222222222224,16.88888888888889,-0.3818017741606063,10,1.9,FCFS
0:3:19:9|1:20:11:8|2:8:16:3|3:2:13:4|4:8:18:7|5:20:10:5|6:15:15:5,7,14.571428571428571,9.959183673469386,0.42857142857142855,0.5714285714285714,4.122448979591836,48.693877551020414,-0.06734523732261088,18,1.9,FCFS
0:8:13:1|1:10:12:3|2:2:17:10,3,14.0,4.666666666666667,0.6666666666666666,0.3333333333333333,14.888888888888891,11.555555555555557,0.5951700641394972,8,1.4166666666666667,SJF
0:9:20:9|1:17:6:5|2:15:18:7|3:16:12:6|4:14:15:1|5:17:1:8,6,12.0,44.333333333333336,0.3333333333333333,0.6666666666666666,6.666666666666667,7.555555555555557,-0.4471758609731199,8,20.0,Round Robin
0:15:19:1|1:0:14:3|2:12:15:5|3:16:19:8|4:2:15:4|5:19:18:6|6:7:11:5,7,15.857142857142858,7.551020408163266,0.5714285714285714,0.42857142857142855,4.244897959183674,45.55102040816326,-0.3464898253913922,19,1.7272727272727273,Round Robin
0:14:10:8|1:19:11:4|2:3:13:2|3:1:12:2|4:10:17:2|5:12:17:5|6:17:11:3|7:7:14:10|8:17:18:8,9,13.666666666666666,8.0,0.5555555555555556,0.4444444444444444,8.320987654320987,36.32098765432099,0.31099603802186165,18,1.8,SJF
0:16:6:4|1:4:8:3|2:12:2:4|3:13:2:9|4:0:5:6|5:20:2:6|6:0:7:4|7:13:1:7|8:6:2:8|9:18:6:1,10,4.1,5.889999999999999,0.5,0.5,5.359999999999999,47.36000000000001,0.21910324577451587,20,8.0,FCFS
0:0:4:4|1:17:17:9|2:3:3:10|3:3:15:1|4:8:13:1|5:17:4:6|6:9:19:8,7,10.714285714285714,40.204081632653065,0.42857142857142855,0.5714285714285714,11.673469387755102,39.55102040816326,-0.0877652219827743,17,6.333333333333333,Priority
0:18:2:8|1:3:3:4|2:16:5:6|3:3:1:6|4:1:1:10|5:11:3:3|6:19:5:4|7:9:2:7|8:19:7:9,9,3.2222222222222223,3.728395061728395,0.6666666666666666,0.3333333333333333,5.111111111111111,48.22222222222222,0.6101138911093681,18,7.0,SRTF
0:7:2:10|1:16:2:4|2:14:7:1|3:15:5:2|4:1:8:3|5:3:17:3,6,6.833333333333333,25.805555555555557,0.5,0.5,8.472222222222221,35.55555555555556,1.0431051950494352,15,8.5,FCFS
0:5:16:6|1:3:13:8|2:3:14:4|3:17:17:7|4:7:19:5|5:19:15:10|6:15:13:8|7:4:19:5|8:15:17:6|9:3:13:5,10,15.6,5.04,0.5,0.5,3.04,38.89,0.23968666933415878,16,1.4615384615384615,SJF
0:14:5:9|1:20:15:4|2:13:12:7|3:13:18:7|4:3:7:3,5,11.4,23.44,0.4,0.6,4.8,29.840000000000003,-0.022840130773561385,17,3.6,FCFS
0:3:12:7|1:20:1:3|2:4:20:9|3:13:2:4,4,8.75,60.6875,0.5,0.5,5.6875,48.5,0.36229384249216606,17,20.0,Round Robin
0:6:18:9|1:19:14:9|2:3:18:3|3:19:18:6|4:8:14:10|5:1:17:2,6,16.5,3.25,0.3333333333333333,0.6666666666666666,9.583333333333334,51.55555555555555,-0.5973694420887082,18,1.2857142857142858,Priority
0:0:1:1|1:17:7:2|2:19:1:2|3:0:5:1|4:6:4:4|5:4:7:6|6:0:1:2|7:3:1:1|8:18:6:6,9,3.6666666666666665,6.444444444444445,0.4444444444444444,0.5555555555555556,3.728395061728395,59.58024691358024,0.09055616059291229,19,7.0,SJF
0:16:3:3|1:7:4:9|2:17:11:2|3:8:1:6|4:14:19:9,5,7.6,43.839999999999996,0.6,0.4,8.56,17.04,0.7505776044595822,10,19.0,Round Robin
0:10:19:9|1:8:20:5|2:0:11:2|3:14:14:2|4:16:14:4|5:0:13:3,6,15.166666666666666,10.472222222222221,0.6666666666666666,0.3333333333333333,5.805555555555556,38.666666666666664,0.41092806830101153,16,1.8181818181818181,SRTF
0:14:17:1|1:3:1:7|2:17:11:1|3:4:17:8|4:5:14:9,5,12.0,35.2,0.4,0.6,12.159999999999998,33.04,-1.0285378583601164,14,17.0,Round Robin
0:1:3:3|1:1:10:7|2:10:1:8|3:12:15:5|4:19:17:8,5,9.2,40.160000000000004,0.4,0.6,3.7600000000000002,47.44000000000001,-0.09392474484343775,18,17.0,Round Robin
0:12:3:3|1:3:14:1|2:15:1:6|3:8:12:2|4:9:16:1|5:4:4:7|6:5:16:10,7,9.428571428571429,36.53061224489796,0.42857142857142855,0.5714285714285714,10.20408163265306,16.571428571428573,-0.22278555073789078,12,16.0,Priority
0:15:19:2|1:9:12:7|2:1:14:9,3,15.0,8.666666666666666,0.6666666666666666,0.3333333333333333,8.666666666666666,32.888888888888886,0.47033046033698594,14,1.5833333333333333,SRTF
0:13:2:3|1:8:13:5|2:16:14:10|3:7:16:7|4:14:5:4|5:20:6:3|6:8:10:10,7,9.428571428571429,23.387755102040817,0.42857142857142855,0.5714285714285714,8.0,20.20408163265306,-0.14151270026430984,13,8.0,SJF
0:9:11:10|1:19:9:5|2:5:10:6|3:12:7:4,4,9.25,2.1875,0.5,0.5,5.1875,26.1875,-0.4346507595746657,14,1.5714285714285714,FCFS
0:15:20:5|1:19:16:7|2:10:11:9,3,15.666666666666666,13.555555555555555,0.3333333333333333,0.6666666666666666,2.6666666666666665,13.555555555555555,-0.13506152278474035,9,1.8181818181818181,FCFS
0:1:5:1|1:10:4:5|2:9:17:1|3:16:15:9|4:15:6:9|5:15:8:2,6,9.166666666666666,25.13888888888889,0.6666666666666666,0.3333333333333333,11.916666666666666,27.0,0.5759346257752428,15,4.25,Priority
0:11:13:5|1:0:16:8|2:12:18:8|3:2:10:4|4:9:13:9,5,14.0,7.6,0.6,0.4,3.7600000000000002,23.76,0.05727444079815881,12,1.8,SJF
0:1:14:1|1:13:16:2|2:14:12:10|3:15:15:6|4:6:13:7,5,14.0,2.0,0.4,0.6,10.96,29.359999999999996,0.0,14,1.3333333333333333,Round Robin
0:12:20:1|1:17:11:7|2:14:17:1|3:16:10:7|4:11:8:5|5:17:2:3|6:19:2:6|7:16:20:7|8:16:3:9|9:19:14:1,10,10.7,44.209999999999994,0.5,0.5,8.01,6.409999999999999,0.034413436912472097,8,10.0,FCFS
0:8:5:1|1:8:17:7|2:4:16:6|3:1:2:4|4:6:2:9|5:5:9:8|6:11:1:7,7,7.428571428571429,39.10204081632653,0.5714285714285714,0.42857142857142855,6.285714285714286,8.979591836734695,0.5319825346807696,10,17.0,Round Robin
0:10:9:9|1:4:20:7|2:20:7:8|3:4:15:8|4:17:9:6,5,12.0,23.2,0.6,0.4,1.0399999999999998,43.2,0.6443183781755687,16,2.857142857142857,FCFS
0:10:3:7|1:0:5:5|2:7:2:5|3:17:3:8|4:13:3:8|5:17:3:8|6:3:3:2|7:9:8:9,8,3.75,3.1875,0.75,0.25,4.75,33.0,1.5650189174430698,17,4.0,SRTF
0:13:15:10|1:3:14:8|2:14:15:6|3:18:17:6,4,15.25,1.1875,0.75,0.25,2.75,30.5,0.6520236646847545,15,1.2142857142857142,SRTF
0:3:15:9|1:3:19:7|2:9:10:5|3:3:17:1|4:14:16:5|5:9:5:4|6:0:6:10|7:18:2:6|8:10:14:10,9,11.555555555555555,32.24691358024691,0.4444444444444444,0.5555555555555556,8.0,31.11111111111111,-0.3714940518168274,18,9.5,SJF
0:10:3:10|1:0:7:1|2:4:7:10|3:14:1:3|4:14:6:2|5:2:2:10|6:13:7:6|7:8:5:8,8,4.75,5.1875,0.375,0.625,12.6875,27.109375,-0.4522816495960735,14,7.0,Priority
0:20:19:7|1:7:20:5|2:7:16:4|3:13:20:5|4:8:14:9|5:16:17:6|6:10:9:6|7:2:11:8,8,15.75,14.9375,0.375,0.625,2.4375,28.734375,-0.4985316948889138,18,2.2222222222222223,Round Robin
0:16:12:2|1:12:1:1|2:4:2:2|3:6:2:4|4:9:4:8|5:10:12:10|6:7:11:8,7,6.285714285714286,22.48979591836735,0.5714285714285714,0.42857142857142855,11.142857142857142,13.83673469387755,0.21551337286693678,12,12.0,Priority
0:17:20:10|1:8:18:7|2:3:13:4|3:6:2:5|4:3:3:3|5:12:3:7|6:14:2:2|7:19:3:10,8,8.0,52.0,0.625,0.375,8.0,33.4375,0.6820412268490498,16,10.0,SRTF
0:0:6:8|1:11:13:6|2:20:5:10,3,8.0,12.666666666666666,0.6666666666666666,0.3333333333333333,2.6666666666666665,66.88888888888889,0.6654688661238353,20,2.6,SRTF
0:2:6:7|1:16:5:1|2:5:6:1|3:8:6:9|4:1:8:7|5:10:3:1|6:4:7:9|7:13:4:3,8,5.625,2.234375,0.375,0.625,11.4375,24.984375,-0.24210083366638852,15,2.6666666666666665,Priority
0:15:11:7|1:2:13:7|2:10:17:4|3:5:16:1|4:9:10:4|5:3:18:6|6:14:18:4|7:2:15:5|8:12:20:6,9,15.333333333333334,10.222222222222221,0.4444444444444444,0.5555555555555556,3.209876543209876,23.555555555555557,-0.34450207539864575,13,2.0,SJF
0:7:3:9|1:7:6:3|2:9:6:3|3:1:4:10|4:17:3:10,5,4.4,1.8399999999999999,0.6,0.4,10.8,26.560000000000002,0.21154715448311262,16,2.0,Round Robin
0:5:3:5|1:0:11:2|2:9:1:9|3:1:12:7|4:4:2:1|5:16:4:3|6:0:14:6|7:3:14:4,8,7.625,27.734375,0.5,0.5,6.234375,25.9375,0.021422244692130173,16,14.0,Round Robin
0:0:3:5|1:1:15:5|2:6:12:4|3:0:18:4|4:18:15:3,5,12.6,26.639999999999997,0.4,0.6,0.5599999999999999,47.2,-1.0179522960269582,18,6.0,Round Robin
0:13:12:1|1:17:19:9|2:5:12:2|3:6:20:9|4:16:19:10|5:2:12:4|6:2:19:1|7:1:10:7|8:4:14:2,9,15.222222222222221,13.950617283950617,0.5555555555555556,0.4444444444444444,12.444444444444445,35.111111111111114,0.05586344499686447,16,2.0,Priority
0:12:17:10|1:19:3:1|2:8:17:2,3,12.333333333333334,43.555555555555564,0.3333333333333333,0.6666666666666666,16.22222222222222,20.666666666666668,-0.7071067811865477,11,5.666666666666667,SJF
0:6:1:9|1:12:7:1|2:0:2:9|3:5:7:9|4:4:3:4|5:14:7:10|6:14:6:10|7:18:1:10|8:2:1:5,9,3.888888888888889,6.987654320987654,0.5555555555555556,0.4444444444444444,9.580246913580247,35.111111111111114,0.1201583263366579,18,7.0,Priority
0:1:11:7|1:5:13:6|2:9:18:7|3:4:15:7|4:13:14:10|5:4:17:6|6:10:15:2|7:19:12:2|8:1:13:2|9:13:11:7,10,13.9,5.090000000000001,0.5,0.5,6.640000000000001,31.49,0.3855945959496855,18,1.6363636363636365,Round Robin
0:10:11:7|1:13:3:2|2:17:13:9|3:16:3:9|4:7:13:2|5:14:15:9|6:13:3:6|7:16:12:5,8,9.125,23.609375,0.375,0.625,7.609375,9.9375,-0.3703075483351917,10,5.0,Round Robin
0:15:15:1|1:2:17:5|2:13:17:5|3:18:11:4|4:9:10:4|5:18:15:5|6:18:14:1|7:1:16:7|8:15:14:10|9:14:18:10,10,14.7,6.01,0.4,0.6,8.76,36.010000000000005,-0.628762798700025,17,1.8,SJF
0:5:2:8|1:9:6:1|2:2:7:8,3,5.0,4.666666666666667,0.3333333333333333,0.6666666666666666,10.888888888888891,8.222222222222221,-0.5951700641394972,7,3.5,FCFS
0:19:7:8|1:13:10:3|2:8:4:3|3:12:6:10|4:13:2:6|5:1:17:4,6,7.666666666666667,23.555555555555554,0.6666666666666666,0.3333333333333333,6.888888888888889,30.333333333333332,0.8594754154619618,18,8.5,SRTF
0:13:19:8|1:15:15:9|2:20:16:3|3:1:10:3|4:9:20:8|5:10:16:2|6:4:14:8|7:20:18:2|8:3:16:4,9,16.0,7.777777777777778,0.3333333333333333,0.6666666666666666,7.728395061728394,44.24691358024691,-0.6454234490405726,19,2.0,SJF
0:19:10:9|1:18:6:8|2:15:13:8|3:7:4:10|4:19:1:4|5:14:5:8,6,6.5,15.583333333333334,0.6666666666666666,0.3333333333333333,3.4722222222222228,17.555555555555557,0.35762851560345804,12,13.0,SJF
0:19:7:9|1:12:8:2|2:5:6:10|3:8:1:10|4:1:6:4|5:16:6:3|6:19:5:4|7:18:5:4|8:9:1:9,9,5.0,5.333333333333333,0.2222222222222222,0.7777777777777778,9.654320987654321,38.32098765432099,-0.8118988160479114,18,8.0,Priority
0:5:20:5|1:18:5:7|2:19:2:7|3:8:16:7|4:2:14:10|5:8:17:5|6:13:5:6|7:13:8:5|8:7:18:5,9,11.666666666666666,39.77777777777778,0.4444444444444444,0.5555555555555556,2.4444444444444446,29.77777777777778,-0.20668239989228065,17,10.0,SJF
0:9:17:7|1:11:18:4|2:1:19:7|3:9:14:9|4:4:19:6|5:1:17:5|6:7:14:10|7:13:17:6,8,16.875,3.359375,0.25,0.75,3.4375,17.609375,-0.5462298849154211,12,1.3571428571428572,FCFS
0:6:11:2|1:14:4:6|2:0:18:4|3:7:4:1|4:0:12:7|5:2:3:9|6:15:16:6,7,9.714285714285714,32.204081632653065,0.42857142857142855,0.5714285714285714,6.857142857142857,33.3469387755102,0.12146534112008923,15,6.0,SJF
0:14:9:3|1:10:10:1|2:18:16:7|3:13:20:4|4:2:16:10,5,14.2,16.96,0.4,0.6,10.0,28.639999999999997,-0.022678608578624315,16,2.2222222222222223,Round Robin
0:10:1:7|1:13:9:9|2:13:4:3|3:6:6:6|4:9:14:9|5:2:10:2|6:14:10:9|7:5:10:2|8:5:13:4,9,8.555555555555555,15.580246913580247,0.3333333333333333,0.6666666666666666,8.0,16.246913580246915,-0.5135606551667123,12,14.0,Round Robin
0:19:8:1|1:6:3:9|2:3:2:1|3:10:1:9|4:8:4:1|5:4:7:5|6:20:6:2,7,4.428571428571429,5.959183673469388,0.5714285714285714,0.42857142857142855,11.714285714285714,40.857142857142854,0.08657838285741136,17,8.0,Priority
0:17:15:6|1:12:6:1|2:15:3:2|3:1:15:1|4:19:17:8|5:3:5:2|6:9:20:3|7:0:1:3,8,10.25,46.1875,0.5,0.5,5.4375,48.5,0.021802558121558648,19,20.0,Round Robin
0:10:19:4|1:11:3:1|2:17:13:4|3:8:14:1|4:11:15:6|5:16:5:5|6:15:6:8,7,10.714285714285714,31.061224489795922,0.42857142857142855,0.5714285714285714,5.551020408163266,9.959183673469386,-0.045774907328615354,9,6.333333333333333,FCFS
0:13:13:4|1:0:3:10|2:8:17:6,3,11.0,34.666666666666664,0.3333333333333333,0.6666666666666666,6.222222222222222,28.666666666666668,-0.47033046033698594,13,5.666666666666667,Round Robin
0:15:1:8|1:10:3:7|2:5:1:1|3:6:3:6,4,2.0,1.0,0.5,0.5,7.25,15.5,0.0,10,3.0,FCFS
0:4:3:8|1:5:14:6|2:2:2:9|3:18:11:10|4:20:5:7|5:18:6:6|6:14:11:7|7:20:1:5,8,6.625,20.234375,0.625,0.375,2.4375,51.734375,0.3289557652662257,18,14.0,SRTF
0:4:16:3|1:11:11:3|2:17:20:6|3:11:19:8|4:18:15:3|5:3:16:5|6:18:17:5|7:8:14:9|8:17:17:7|9:2:16:10,10,16.1,5.6899999999999995,0.6,0.4,5.890000000000001,37.29,-0.4279156874757577,16,1.8181818181818181,SJF
0:18:5:8|1:18:5:10|2:19:7:7|3:16:7:10|4:12:5:10|5:12:2:6,6,5.166666666666667,2.8055555555555554,0.6666666666666666,0.3333333333333333,2.5833333333333335,8.13888888888889,-0.6896297357891022,7,3.5,SJF
0:9:5:5|1:4:3:2|2:4:7:5|3:5:3:7|4:12:7:5|5:13:7:2,6,5.333333333333333,3.222222222222222,0.5,0.5,3.222222222222222,13.805555555555555,-0.3329709512140236,9,2.3333333333333335,FCFS
0:1:3:2|1:0:5:4|2:4:5:2|3:20:5:1,4,4.5,0.75,0.25,0.75,1.1875,65.1875,-1.1547005383792515,20,1.6666666666666667,FCFS
0:20:8:9|1:15:6:10|2:4:5:5|3:5:6:7|4:0:8:1|5:15:5:3|6:14:2:7,7,5.714285714285714,3.6326530612244903,0.42857142857142855,0.5714285714285714,8.857142857142858,46.53061224489796,-0.5785710902698392,20,4.0,Round Robin
0:5:20:3|1:20:14:8|2:18:5:1,3,13.0,38.0,0.3333333333333333,0.6666666666666666,8.666666666666666,44.22222222222222,-0.2390631469295448,15,4.0,Round Robin
0:20:19:5|1:20:10:10|2:0:20:4,3,16.333333333333332,20.222222222222225,0.3333333333333333,0.6666666666666666,6.888888888888888,88.8888888888889,-0.6809718997018458,20,2.0,SJF
0:11:13:10|1:10:3:7|2:3:2:1|3:15:10:2|4:17:20:10|5:13:14:9|6:16:12:4,7,10.571428571428571,34.244897959183675,0.42857142857142855,0.5714285714285714,12.408163265306124,19.551020408163264,-0.11993613472128864,14,10.0,Priority
0:16:6:5|1:1:2:4|2:18:4:6|3:7:1:10|4:15:5:2|5:20:2:2|6:19:17:10,7,5.285714285714286,25.63265306122449,0.7142857142857143,0.2857142857142857,9.673469387755103,42.775510204081634,1.6028215407246134,19,17.0,Priority
0:13:10:3|1:0:20:3|2:4:17:3|3:17:12:2|4:14:18:6|5:1:16:4|6:12:13:10|7:6:15:6|8:7:10:10|9:2:16:2,10,14.7,10.209999999999997,0.4,0.6,8.290000000000001,32.64,-0.09453132739778913,17,2.0,Round Robin
0:2:9:8|1:4:13:8|2:2:10:2|3:20:9:3|4:15:13:9|5:8:13:2|6:4:11:6,7,11.142857142857142,2.9795918367346936,0.5714285714285714,0.42857142857142855,7.959183673469387,42.40816326530611,-0.054417921442346605,18,1.4444444444444444,SJF
0:15:8:9|1:16:2:9|2:6:5:6|3:0:8:8,4,5.75,6.1875,0.5,0.5,1.5,43.6875,-0.4933822002181587,16,4.0,FCFS
0:2:1:2|1:8:15:6|2:9:10:8|3:12:11:1|4:2:10:1,5,9.4,21.04,0.2,0.8,8.24,15.84,-0.8549653437473985,10,15.0,Round Robin
0:0:1:6|1:4:18:7|2:19:11:6,3,10.0,48.666666666666664,0.3333333333333333,0.6666666666666666,0.22222222222222224,66.88888888888889,-0.21207286075598478,19,18.0,Round Robin
0:6:15:2|1:11:12:3|2:4:2:8|3:11:5:3|4:9:4:1|5:9:16:9|6:0:3:6,7,8.142857142857142,30.69387755102041,0.5714285714285714,0.42857142857142855,8.244897959183673,14.122448979591837,0.33174868874846525,11,8.0,Round Robin
0:11:12:4|1:4:19:5|2:12:11:2|3:2:18:8|4:19:11:8,5,14.2,12.559999999999999,0.6,0.4,5.4399999999999995,37.040000000000006,0.40114346187843364,17,1.7272727272727273,FCFS
0:14:16:4|1:4:17:10|2:17:19:9|3:5:12:4|4:14:10:9,5,14.8,10.959999999999999,0.4,0.6,6.960000000000001,27.76,-0.2539958582176516,13,1.9,Round Robin
0:15:6:2|1:9:2:9|2:6:14:6|3:15:14:6|4:1:3:9|5:17:16:3|6:8:2:4|7:13:16:9,8,9.125,36.359375,0.5,0.5,7.0,26.0,-0.05820825168343794,16,8.0,Round Robin
0:15:13:7|1:13:2:5|2:12:18:8|3:2:5:4,4,9.5,40.25,0.5,0.5,2.5,25.25,0.14097875589867143,13,9.0,Round Robin
0:5:12:6|1:9:6:2|2:20:20:5,3,12.666666666666666,32.888888888888886,0.6666666666666666,0.3333333333333333,2.888888888888889,40.22222222222222,0.1728005440786506,15,3.3333333333333335,SRTF
0:8:1:6|1:0:3:2|2:5:5:3,3,3.0,2.6666666666666665,0.3333333333333333,0.6666666666666666,2.8888888888888893,10.888888888888888,0.0,8,5.0,Round Robin
0:15:8:5|1:8:5:1|2:15:8:9,3,7.0,2.0,0.3333333333333333,0.6666666666666666,10.666666666666666,10.888888888888888,-0.7071067811865475,7,1.6,FCFS
0:9:5:4|1:6:2:3|2:5:7:2|3:2:6:8|4:10:5:5|5:2:4:3|6:6:8:2|7:12:2:4|8:0:3:5|9:2:7:8,10,4.9,4.089999999999999,0.4,0.6,4.24,14.239999999999998,-0.0812426930473717,12,4.0,FCFS
0:15:3:9|1:12:19:1|2:5:2:2|3:12:13:1|4:12:17:4|5:15:9:10|6:9:9:9|7:10:13:8|8:17:19:7,9,11.555555555555555,35.80246913580247,0.4444444444444444,0.5555555555555556,11.999999999999998,11.654320987654323,-0.2798620844953871,12,9.5,Priority
0:2:17:4|1:2:11:8|2:8:12:3|3:19:16:8|4:18:20:4|5:2:10:5|6:18:19:7,7,15.0,13.714285714285714,0.42857142857142855,0.5714285714285714,3.673469387755102,57.836734693877546,-0.050630786706311416,17,2.0,Round Robin
0:0:18:7|1:4:13:10|2:1:11:3,3,14.0,8.666666666666666,0.6666666666666666,0.3333333333333333,8.222222222222221,2.888888888888889,0.47033046033698594,4,1.6363636363636365,SJF
0:0:4:3|1:20:3:3|2:12:1:8|3:18:5:1|4:12:2:3|5:9:19:3|6:2:5:10|7:19:20:2|8:8:13:7|9:12:16:7,10,8.8,49.16,0.6,0.4,8.209999999999999,41.16,0.49583184510750666,20,20.0,Round Robin
0:10:9:4|1:13:9:7|2:8:12:10|3:14:18:5|4:4:20:6|5:15:14:8|6:8:10:10,7,13.142857142857142,16.69387755102041,0.5714285714285714,0.42857142857142855,4.6938775510204085,13.346938775510205,0.5506217207594988,11,2.2222222222222223,FCFS
0:2:5:4|1:8:7:10|2:14:7:6|3:6:2:10|4:3:7:7|5:10:1:3|6:0:2:4,7,4.428571428571429,6.244897959183674,0.42857142857142855,0.5714285714285714,7.061224489795917,20.693877551020403,-0.162531338860548,14,7.0,Round Robin
0:4:1:1|1:17:3:6|2:11:3:9|3:5:6:1|4:12:8:9|5:7:6:4,6,4.5,5.583333333333333,0.5,0.5,11.0,20.222222222222225,0.0,13,8.0,Priority
0:14:16:10|1:6:12:5|2:18:20:9|3:15:11:7|4:11:8:1|5:14:4:4|6:11:3:3|7:5:8:2|8:2:18:8|9:13:4:6,10,10.4,33.239999999999995,0.5,0.5,8.25,22.89,0.2851561546950508,16,6.666666666666667,FCFS
0:12:12:2|1:15:16:7|2:13:14:2|3:1:11:7|4:16:13:3|5:14:11:1,6,12.833333333333334,3.138888888888889,0.5,0.5,5.888888888888888,25.13888888888889,0.6127173089648906,15,1.4545454545454546,SJF
0:6:19:4|1:7:15:7|2:7:11:9,3,15.0,10.666666666666666,0.3333333333333333,0.6666666666666666,4.222222222222222,0.22222222222222224,0.0,1,1.7272727272727273,FCFS
0:10:3:7|1:7:13:2|2:18:4:8|3:18:16:2|4:12:20:10|5:0:20:5|6:9:4:5|7:7:4:3,8,10.5,50.0,0.5,0.5,7.4375,31.359375,0.23016325727622122,18,6.666666666666667,Round Robin
0:2:2:6|1:3:16:8|2:9:16:2|3:5:17:7,4,12.75,38.6875,0.25,0.75,5.1875,7.1875,-1.139570366483875,7,8.5,Round Robin
0:4:5:5|1:6:7:10|2:7:3:3|3:15:4:3|4:7:8:7|5:10:3:8|6:14:5:10|7:19:8:6,8,5.375,3.734375,0.625,0.375,6.75,23.9375,0.18999416385017237,15,2.6666666666666665,SRTF
0:16:1:4|1:17:15:2|2:20:5:4|3:1:1:4|4:14:16:5|5:7:17:3|6:7:15:8,7,10.0,46.0,0.42857142857142855,0.5714285714285714,3.0612244897959187,39.91836734693878,-0.3544101679002807,19,17.0,Round Robin
